Name,Risk,Return,Website,NCT,Condition
931,0.984375517,133.4442458,https://clinicaltrials.gov/study/NCT01103323,NCT01103323,Metastatic Colorectal Cancer
932,0.95000626,49.29417991,https://clinicaltrials.gov/study/NCT01468623,NCT01468623,"Colorectal Cancer, Metastatic"
933,0.995644709,155.2480266,https://clinicaltrials.gov/study/NCT01048723,NCT01048723,Sarcoma
934,0.971168455,70.44208754,https://clinicaltrials.gov/study/NCT00303823,NCT00303823,Cervical Cancer|Cervical Intraepithelial Neoplasia Grade 1|Human Papilloma Virus Infection
935,0.993230532,153.2410868,https://clinicaltrials.gov/study/NCT01754623,NCT01754623,Pancreatic Cancer
936,0.891359241,17.7915714,https://clinicaltrials.gov/study/NCT02652923,NCT02652923,Breast Cancer
937,0.986866039,137.9182495,https://clinicaltrials.gov/study/NCT02274623,NCT02274623,"Breast Cancer|Prostate Cancer|Bone Neoplasms|Hypocalcemia|Hyperparathyroidism, Secondary"
938,0.992396495,151.7877069,https://clinicaltrials.gov/study/NCT02955823,NCT02955823,Diffuse Large B-cells Non-Hodgkin Lymphoma
939,0.994595936,153.8375003,https://clinicaltrials.gov/study/NCT00588523,NCT00588523,CNS Cancer|CNS BRAIN
940,0.996200746,157.2931336,https://clinicaltrials.gov/study/NCT02838823,NCT02838823,Breast Cancer
941,0.955486022,53.68212005,https://clinicaltrials.gov/study/NCT00385788,NCT00385788,Hodgkin's Disease
942,0.99328332,153.5018375,https://clinicaltrials.gov/study/NCT01897038,NCT01897038,"Carcinoma, Hepatocellular"
943,0.885924538,19.14872927,https://clinicaltrials.gov/study/NCT02953938,NCT02953938,Macular Edema Secondary to Branch Retinal Vein Occlusion (BRVO)
944,0.996468074,156.8160342,https://clinicaltrials.gov/study/NCT00390338,NCT00390338,Melanoma (Skin)
945,0.994024692,154.0542224,https://clinicaltrials.gov/study/NCT02927938,NCT02927938,Acute Myeloid Leukemia (AML)
946,0.995374046,156.5966816,https://clinicaltrials.gov/study/NCT02677038,NCT02677038,Metastatic Pancreatic Adenocarcinoma|Pancreatic Ductal Adenocarcinoma|Stage IV Pancreatic Cancer AJCC v6 and v7
947,0.941739979,33.59817269,https://clinicaltrials.gov/study/NCT02140138,NCT02140138,Prostate Carcinoma
948,0.995676429,155.4507202,https://clinicaltrials.gov/study/NCT02237638,NCT02237638,Metastatic Cancer
949,0.984778283,147.6143461,https://clinicaltrials.gov/study/NCT00078572,NCT00078572,Breast Cancer
950,0.958102461,33.85164749,https://clinicaltrials.gov/study/NCT02159872,NCT02159872,Leukemia
951,0.999313784,188.0393893,https://clinicaltrials.gov/study/NCT00003172,NCT00003172,Gastric Cancer
952,0.980123283,125.9900035,https://clinicaltrials.gov/study/NCT02717572,NCT02717572,"Solid Tumor, Adult"
953,0.986582149,129.249019,https://clinicaltrials.gov/study/NCT00311272,NCT00311272,Colorectal Neoplasms
954,0.998786742,180.6553829,https://clinicaltrials.gov/study/NCT01213472,NCT01213472,Melanoma
955,0.995191102,156.9600326,https://clinicaltrials.gov/study/NCT01375972,NCT01375972,Metastatic Biliary Cancer
956,0.999539031,188.3089782,https://clinicaltrials.gov/study/NCT01781572,NCT01781572,Locally Advanced or Metastatic NRAS Mutant Melanoma
957,0.999054762,183.8024549,https://clinicaltrials.gov/study/NCT00003162,NCT00003162,Breast Cancer|Metastatic Cancer|Pain|Prostate Cancer
958,0.983990151,112.6146339,https://clinicaltrials.gov/study/NCT01256762,NCT01256762,Locally Recurrent or Metastatic Breast Cancer
959,0.998339824,171.0338029,https://clinicaltrials.gov/study/NCT00119262,NCT00119262,Male Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer
960,0.981989826,114.3003226,https://clinicaltrials.gov/study/NCT02303262,NCT02303262,Metastatic Leiomyosarcoma
961,0.998929072,183.5288304,https://clinicaltrials.gov/study/NCT00459862,NCT00459862,Advanced Malignant Mesothelioma|Localized Malignant Mesothelioma|Recurrent Malignant Mesothelioma
962,0.992931415,153.3707712,https://clinicaltrials.gov/study/NCT03599362,NCT03599362,Pancreatic Cancer
963,0.999448923,190.7237521,https://clinicaltrials.gov/study/NCT00054262,NCT00054262,Liver Cancer
964,0.999479553,190.1120969,https://clinicaltrials.gov/study/NCT04106362,NCT04106362,Clinical Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|Clinical Stage IV HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|KRAS Protein Variant|Pathologic Stage III HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8|Pathologic Stage IV HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8
965,0.978283176,78.14454461,https://clinicaltrials.gov/study/NCT00575562,NCT00575562,Colorectal Cancer
966,0.99832681,170.9557124,https://clinicaltrials.gov/study/NCT01646762,NCT01646762,Refractory Plasma Cell Myeloma
967,0.981984652,105.5961985,https://clinicaltrials.gov/study/NCT01295710,NCT01295710,GVHD|Adult Acute Myeloid Leukemia|Adult Acute Lymphoid Leukemia|Myelodysplastic Syndrome
968,0.983816954,135.6525972,https://clinicaltrials.gov/study/NCT01103310,NCT01103310,Diagnostic Imaging|Neoplasms
969,0.999478986,195.7399458,https://clinicaltrials.gov/study/NCT00290810,NCT00290810,B-cell Chronic Lymphocytic Leukemia|Refractory Chronic Lymphocytic Leukemia
970,0.984500195,119.1796706,https://clinicaltrials.gov/study/NCT01056510,NCT01056510,"Lymphocytic Leukemia, Chronic"
971,0.998741921,178.7091571,https://clinicaltrials.gov/study/NCT00098488,NCT00098488,B-cell Chronic Lymphocytic Leukemia|Prolymphocytic Leukemia|Refractory Chronic Lymphocytic Leukemia
972,0.986573701,130.6943936,https://clinicaltrials.gov/study/NCT01498588,NCT01498588,"Breast Neoplasms|Breast Cancer|Breast Tumors|Cancer of the Breast|Neoplasms, Breast|Tumors, Breast"
973,0.98706461,135.9155998,https://clinicaltrials.gov/study/NCT00414388,NCT00414388,Prostate Cancer
974,0.985375594,145.8208483,https://clinicaltrials.gov/study/NCT00770588,NCT00770588,Non-small Cell Lung Cancer (NSCLC)
975,0.963287373,48.388188,https://clinicaltrials.gov/study/NCT03997188,NCT03997188,Breast Cancer Female|Dysphagia|Adjuvant Radiotherapy
976,0.996971046,161.0850055,https://clinicaltrials.gov/study/NCT00511238,NCT00511238,Multiple Myeloma
977,0.861631392,12.25843321,https://clinicaltrials.gov/study/NCT01976338,NCT01976338,Macular Edema Secondary to Branch Retinal Vein Occlusion
978,0.976509374,63.891827,https://clinicaltrials.gov/study/NCT04983238,NCT04983238,Metastatic Breast Cancer
979,0.992016271,151.1744571,https://clinicaltrials.gov/study/NCT04693338,NCT04693338,Anatomic Stage 0 Breast Cancer AJCC v8|Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8
980,0.998750601,175.4931627,https://clinicaltrials.gov/study/NCT04857138,NCT04857138,Solid Tumors
981,0.933103088,27.56841133,https://clinicaltrials.gov/study/NCT03679338,NCT03679338,Nonresectable Bile Duct Cancer
982,0.993255159,152.248806,https://clinicaltrials.gov/study/NCT03549338,NCT03549338,Metastatic Colorectal Cancer|Colorectal Cancer Metastatic|Carcinoma
983,0.999583221,192.0525007,https://clinicaltrials.gov/study/NCT01058538,NCT01058538,Advanced Solid Tumours
984,0.998519513,176.9131508,https://clinicaltrials.gov/study/NCT03291938,NCT03291938,Advanced Malignant Solid Neoplasm|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Estrogen Receptor Negative|HER2/Neu Negative|Metastatic Malignant Solid Neoplasm|Pancreatic Ductal Adenocarcinoma|Progesterone Receptor Negative|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8|Recurrent Lymphoma|Refractory Lymphoma|Stage II Pancreatic Cancer AJCC v8|Stage IIA Pancreatic Cancer AJCC v8|Stage IIB Pancreatic Cancer AJCC v8|Stage III Pancreatic Cancer AJCC v8|Stage IV Pancreatic Cancer AJCC v8|Triple-Negative Breast Carcinoma|Unresectable Solid Neoplasm
985,0.99187108,152.5690353,https://clinicaltrials.gov/study/NCT01546038,NCT01546038,Acute Myeloid Leukemia
986,0.998742048,177.1406623,https://clinicaltrials.gov/study/NCT01940172,NCT01940172,Relapsed Epithelial Ovarian Cancer|Relapsed Primary Peritoneal Cancer|Relapsed Fallopian Tube Cancer
987,0.997113241,160.63575,https://clinicaltrials.gov/study/NCT02127372,NCT02127372,Non-small Cell Lung Cancer
988,0.98915626,151.1163707,https://clinicaltrials.gov/study/NCT02204072,NCT02204072,"Prostatic Neoplasms, Castration-Resistant"
989,0.996722017,161.5873845,https://clinicaltrials.gov/study/NCT00428272,NCT00428272,Ewing's Sarcoma|Osteosarcoma|Neuroblastoma|Rhabdomyosarcoma
990,0.996858594,156.8371944,https://clinicaltrials.gov/study/NCT02343172,NCT02343172,Liposarcoma
991,0.988609211,150.4176216,https://clinicaltrials.gov/study/NCT01466972,NCT01466972,Breast Cancer|Breast Neoplasm
992,0.986515231,150.0546565,https://clinicaltrials.gov/study/NCT00807872,NCT00807872,Primary Amyloidosis
993,0.670332042,5.937058152,https://clinicaltrials.gov/study/NCT01459172,NCT01459172,Breast Cancer
994,0.994449632,153.9249728,https://clinicaltrials.gov/study/NCT01305772,NCT01305772,Squamous Cell Carcinoma of the Head and Neck
995,0.9885931,150.328565,https://clinicaltrials.gov/study/NCT02529072,NCT02529072,Malignant Glioma|Astrocytoma|Glioblastoma
996,0.972269592,70.27987529,https://clinicaltrials.gov/study/NCT01680172,NCT01680172,Cancer|Depression|Anxiety
997,0.866093539,14.54219852,https://clinicaltrials.gov/study/NCT03900572,NCT03900572,HPV Infections
998,0.991269874,151.6368389,https://clinicaltrials.gov/study/NCT00198172,NCT00198172,Germ Cell Tumor
999,0.971118847,47.74291769,https://clinicaltrials.gov/study/NCT00001862,NCT00001862,Juvenile Rheumatoid Arthritis|Uveitis
1000,0.991268925,151.5067282,https://clinicaltrials.gov/study/NCT01482962,NCT01482962,Relapsed Peripheral T-Cell Lymphoma|Refractory Peripheral T-Cell Lymphoma
